FIPStxt,State,Area name,Attribute,Value
51077,VA,Grayson County,Population 2021,15359
51079,VA,Greene County,Rural-urban continuum code 2013,3
51079,VA,Greene County,Population 1990,10297
51079,VA,Greene County,Population 2000,15231
51079,VA,Greene County,Population 2010,18403
51079,VA,Greene County,Population 2020,20552
51079,VA,Greene County,Population 2021,20968
51081,VA,Greensville County,Rural-urban continuum code 2013,6
51081,VA,Greensville County,Population 1990,8553
51081,VA,Greensville County,Population 2000,11585
51081,VA,Greensville County,Population 2010,12243
51081,VA,Greensville County,Population 2020,11391
51081,VA,Greensville County,Population 2021,11437
51083,VA,Halifax County,Rural-urban continuum code 2013,6
51083,VA,Halifax County,Population 1990,36030
51083,VA,Halifax County,Population 2000,37350
51083,VA,Halifax County,Population 2010,36241
51083,VA,Halifax County,Population 2020,34022
51083,VA,Halifax County,Population 2021,33738
51085,VA,Hanover County,Rural-urban continuum code 2013,1
51085,VA,Hanover County,Population 1990,63306
51085,VA,Hanover County,Population 2000,86331
51085,VA,Hanover County,Population 2010,99863
51085,VA,Hanover County,Population 2020,109979
51085,VA,Hanover County,Population 2021,111603
51087,VA,Henrico County,Rural-urban continuum code 2013,1
51087,VA,Henrico County,Population 1990,217878
51087,VA,Henrico County,Population 2000,263195
51087,VA,Henrico County,Population 2010,306935
51087,VA,Henrico County,Population 2020,334389
51087,VA,Henrico County,Population 2021,333554
51089,VA,Henry County,Rural-urban continuum code 2013,4
51089,VA,Henry County,Population 1990,56942
51089,VA,Henry County,Population 2000,57944
51089,VA,Henry County,Population 2010,54151
51089,VA,Henry County,Population 2020,50948
51089,VA,Henry County,Population 2021,50248
51091,VA,Highland County,Rural-urban continuum code 2013,8
51091,VA,Highland County,Population 1990,2635
51091,VA,Highland County,Population 2000,2531
51091,VA,Highland County,Population 2010,2321
51091,VA,Highland County,Population 2020,2232
51091,VA,Highland County,Population 2021,2226
51093,VA,Isle of Wight County,Rural-urban continuum code 2013,1
51093,VA,Isle of Wight County,Population 1990,25053
51093,VA,Isle of Wight County,Population 2000,29724
51093,VA,Isle of Wight County,Population 2010,35270
51093,VA,Isle of Wight County,Population 2020,38606
51093,VA,Isle of Wight County,Population 2021,39278
51095,VA,James City County,Rural-urban continuum code 2013,1
51095,VA,James City County,Population 1990,34779
51095,VA,James City County,Population 2000,48096
51095,VA,James City County,Population 2010,67009
51095,VA,James City County,Population 2020,78254
51095,VA,James City County,Population 2021,79882
51097,VA,King and Queen County,Rural-urban continuum code 2013,8
51097,VA,King and Queen County,Population 1990,6289
51097,VA,King and Queen County,Population 2000,6624
51097,VA,King and Queen County,Population 2010,6945
51097,VA,King and Queen County,Population 2020,6608
51097,VA,King and Queen County,Population 2021,6662
51099,VA,King George County,Rural-urban continuum code 2013,6
51099,VA,King George County,Population 1990,13527
51099,VA,King George County,Population 2000,16811
51099,VA,King George County,Population 2010,23584
51099,VA,King George County,Population 2020,26723
51099,VA,King George County,Population 2021,27489
51101,VA,King William County,Rural-urban continuum code 2013,1
51101,VA,King William County,Population 1990,10913
51101,VA,King William County,Population 2000,13155
51101,VA,King William County,Population 2010,15935
51101,VA,King William County,Population 2020,17810
51101,VA,King William County,Population 2021,18171
51103,VA,Lancaster County,Rural-urban continuum code 2013,9
51103,VA,Lancaster County,Population 1990,10896
51103,VA,Lancaster County,Population 2000,11557
51103,VA,Lancaster County,Population 2010,11391
51103,VA,Lancaster County,Population 2020,10919
51103,VA,Lancaster County,Population 2021,10928
51105,VA,Lee County,Rural-urban continuum code 2013,8
51105,VA,Lee County,Population 1990,24496
51105,VA,Lee County,Population 2000,23583
51105,VA,Lee County,Population 2010,25587
51105,VA,Lee County,Population 2020,22173
51105,VA,Lee County,Population 2021,21983
51107,VA,Loudoun County,Rural-urban continuum code 2013,1
51107,VA,Loudoun County,Population 1990,86185
51107,VA,Loudoun County,Population 2000,169599
51107,VA,Loudoun County,Population 2010,312311
51107,VA,Loudoun County,Population 2020,420959
51107,VA,Loudoun County,Population 2021,427592
51109,VA,Louisa County,Rural-urban continuum code 2013,8
51109,VA,Louisa County,Population 1990,20325
51109,VA,Louisa County,Population 2000,25691
51109,VA,Louisa County,Population 2010,33153
51109,VA,Louisa County,Population 2020,37596
51109,VA,Louisa County,Population 2021,38848
51111,VA,Lunenburg County,Rural-urban continuum code 2013,9
51111,VA,Lunenburg County,Population 1990,11419
51111,VA,Lunenburg County,Population 2000,13152
51111,VA,Lunenburg County,Population 2010,12914
51111,VA,Lunenburg County,Population 2020,11936
51111,VA,Lunenburg County,Population 2021,11926
51113,VA,Madison County,Rural-urban continuum code 2013,8
51113,VA,Madison County,Population 1990,11949
51113,VA,Madison County,Population 2000,12509
51113,VA,Madison County,Population 2010,13308
51113,VA,Madison County,Population 2020,13837
51113,VA,Madison County,Population 2021,13942
51115,VA,Mathews County,Rural-urban continuum code 2013,1
51115,VA,Mathews County,Population 1990,8348
51115,VA,Mathews County,Population 2000,9160
51115,VA,Mathews County,Population 2010,8978
51115,VA,Mathews County,Population 2020,8533
51115,VA,Mathews County,Population 2021,8546
51117,VA,Mecklenburg County,Rural-urban continuum code 2013,7
51117,VA,Mecklenburg County,Population 1990,29241
51117,VA,Mecklenburg County,Population 2000,32387
51117,VA,Mecklenburg County,Population 2010,32727
51117,VA,Mecklenburg County,Population 2020,30319
51117,VA,Mecklenburg County,Population 2021,30248
51119,VA,Middlesex County,Rural-urban continuum code 2013,8
51119,VA,Middlesex County,Population 1990,8653
51119,VA,Middlesex County,Population 2000,9895
51119,VA,Middlesex County,Population 2010,10959
51119,VA,Middlesex County,Population 2020,10625
51119,VA,Middlesex County,Population 2021,10781
51121,VA,Montgomery County,Rural-urban continuum code 2013,3
51121,VA,Montgomery County,Population 1990,73913
51121,VA,Montgomery County,Population 2000,83632
51121,VA,Montgomery County,Population 2010,94392
51121,VA,Montgomery County,Population 2020,99721
51121,VA,Montgomery County,Population 2021,98473
51125,VA,Nelson County,Rural-urban continuum code 2013,3
51125,VA,Nelson County,Population 1990,12778
51125,VA,Nelson County,Population 2000,14440
51125,VA,Nelson County,Population 2010,15020
51125,VA,Nelson County,Population 2020,14775
51125,VA,Nelson County,Population 2021,14790
51127,VA,New Kent County,Rural-urban continuum code 2013,1
51127,VA,New Kent County,Population 1990,10466
51127,VA,New Kent County,Population 2000,13472
51127,VA,New Kent County,Population 2010,18429
51127,VA,New Kent County,Population 2020,22945
51127,VA,New Kent County,Population 2021,23897
51131,VA,Northampton County,Rural-urban continuum code 2013,8
51131,VA,Northampton County,Population 1990,13061
51131,VA,Northampton County,Population 2000,13096
51131,VA,Northampton County,Population 2010,12389
51131,VA,Northampton County,Population 2020,12282
51131,VA,Northampton County,Population 2021,12085
51133,VA,Northumberland County,Rural-urban continuum code 2013,9
51133,VA,Northumberland County,Population 1990,10524
51133,VA,Northumberland County,Population 2000,12257
51133,VA,Northumberland County,Population 2010,12330
51133,VA,Northumberland County,Population 2020,11839
51133,VA,Northumberland County,Population 2021,12029
51135,VA,Nottoway County,Rural-urban continuum code 2013,6
51135,VA,Nottoway County,Population 1990,14993
51135,VA,Nottoway County,Population 2000,15738
51135,VA,Nottoway County,Population 2010,15853
51135,VA,Nottoway County,Population 2020,15642
51135,VA,Nottoway County,Population 2021,15594
51137,VA,Orange County,Rural-urban continuum code 2013,6
51137,VA,Orange County,Population 1990,21421
51137,VA,Orange County,Population 2000,25870
51137,VA,Orange County,Population 2010,33481
51137,VA,Orange County,Population 2020,36254
51137,VA,Orange County,Population 2021,37188
51139,VA,Page County,Rural-urban continuum code 2013,6
51139,VA,Page County,Population 1990,21690
51139,VA,Page County,Population 2000,23151
51139,VA,Page County,Population 2010,24042
51139,VA,Page County,Population 2020,23709
51139,VA,Page County,Population 2021,23807
51141,VA,Patrick County,Rural-urban continuum code 2013,8
51141,VA,Patrick County,Population 1990,17473
51141,VA,Patrick County,Population 2000,19429
51141,VA,Patrick County,Population 2010,18490
51141,VA,Patrick County,Population 2020,17608
51141,VA,Patrick County,Population 2021,17602
51143,VA,Pittsylvania County,Rural-urban continuum code 2013,4
51143,VA,Pittsylvania County,Population 1990,55672
51143,VA,Pittsylvania County,Population 2000,61790
51143,VA,Pittsylvania County,Population 2010,63506
51143,VA,Pittsylvania County,Population 2020,60501
51143,VA,Pittsylvania County,Population 2021,59972
51145,VA,Powhatan County,Rural-urban continuum code 2013,1
51145,VA,Powhatan County,Population 1990,15328
51145,VA,Powhatan County,Population 2000,22377
51145,VA,Powhatan County,Population 2010,28046
51145,VA,Powhatan County,Population 2020,30333
51145,VA,Powhatan County,Population 2021,31136
51147,VA,Prince Edward County,Rural-urban continuum code 2013,6
51147,VA,Prince Edward County,Population 1990,17320
51147,VA,Prince Edward County,Population 2000,19719
51147,VA,Prince Edward County,Population 2010,23368
51147,VA,Prince Edward County,Population 2020,21849
51147,VA,Prince Edward County,Population 2021,21932
51149,VA,Prince George County,Rural-urban continuum code 2013,1
51149,VA,Prince George County,Population 1990,27390
51149,VA,Prince George County,Population 2000,33112
51149,VA,Prince George County,Population 2010,35725
51149,VA,Prince George County,Population 2020,43010
51149,VA,Prince George County,Population 2021,42880
51153,VA,Prince William County,Rural-urban continuum code 2013,1
51153,VA,Prince William County,Population 1990,214954
51153,VA,Prince William County,Population 2000,281317
51153,VA,Prince William County,Population 2010,402002
51153,VA,Prince William County,Population 2020,482204
51153,VA,Prince William County,Population 2021,484472
51155,VA,Pulaski County,Rural-urban continuum code 2013,3
51155,VA,Pulaski County,Population 1990,34496
51155,VA,Pulaski County,Population 2000,35129
51155,VA,Pulaski County,Population 2010,34872
51155,VA,Pulaski County,Population 2020,33800
51155,VA,Pulaski County,Population 2021,33759
51157,VA,Rappahannock County,Rural-urban continuum code 2013,1
51157,VA,Rappahannock County,Population 1990,6622
51157,VA,Rappahannock County,Population 2000,6994
51157,VA,Rappahannock County,Population 2010,7373
51157,VA,Rappahannock County,Population 2020,7348
51157,VA,Rappahannock County,Population 2021,7407
51159,VA,Richmond County,Rural-urban continuum code 2013,9
51159,VA,Richmond County,Population 1990,7273
51159,VA,Richmond County,Population 2000,8813
51159,VA,Richmond County,Population 2010,9254
51159,VA,Richmond County,Population 2020,8923
51159,VA,Richmond County,Population 2021,9017
51161,VA,Roanoke County,Rural-urban continuum code 2013,2
51161,VA,Roanoke County,Population 1990,79278
51161,VA,Roanoke County,Population 2000,85700
51161,VA,Roanoke County,Population 2010,92376
51161,VA,Roanoke County,Population 2020,96929
51161,VA,Roanoke County,Population 2021,96589
51163,VA,Rockbridge County,Rural-urban continuum code 2013,6
51163,VA,Rockbridge County,Population 1990,18350
51163,VA,Rockbridge County,Population 2000,20785
51163,VA,Rockbridge County,Population 2010,22307
51163,VA,Rockbridge County,Population 2020,22650
51163,VA,Rockbridge County,Population 2021,22641
51165,VA,Rockingham County,Rural-urban continuum code 2013,3
51165,VA,Rockingham County,Population 1990,57482
51165,VA,Rockingham County,Population 2000,67825
51165,VA,Rockingham County,Population 2010,76314
51165,VA,Rockingham County,Population 2020,83757
51165,VA,Rockingham County,Population 2021,84394
51167,VA,Russell County,Rural-urban continuum code 2013,7
51167,VA,Russell County,Population 1990,28667
51167,VA,Russell County,Population 2000,29250
51167,VA,Russell County,Population 2010,28897
51167,VA,Russell County,Population 2020,25781
51167,VA,Russell County,Population 2021,25550
51169,VA,Scott County,Rural-urban continuum code 2013,2
51169,VA,Scott County,Population 1990,23204
51169,VA,Scott County,Population 2000,23395
51169,VA,Scott County,Population 2010,23177
51169,VA,Scott County,Population 2020,21576
51169,VA,Scott County,Population 2021,21419
51171,VA,Shenandoah County,Rural-urban continuum code 2013,6
51171,VA,Shenandoah County,Population 1990,31636
51171,VA,Shenandoah County,Population 2000,35068
51171,VA,Shenandoah County,Population 2010,41993
51171,VA,Shenandoah County,Population 2020,44186
51171,VA,Shenandoah County,Population 2021,44752
51173,VA,Smyth County,Rural-urban continuum code 2013,7
51173,VA,Smyth County,Population 1990,32370
51173,VA,Smyth County,Population 2000,33069
51173,VA,Smyth County,Population 2010,32208
51173,VA,Smyth County,Population 2020,29800
51173,VA,Smyth County,Population 2021,29477
51175,VA,Southampton County,Rural-urban continuum code 2013,6
51175,VA,Southampton County,Population 1990,17022
51175,VA,Southampton County,Population 2000,17482
51175,VA,Southampton County,Population 2010,18570
51175,VA,Southampton County,Population 2020,17996
51175,VA,Southampton County,Population 2021,18006
51177,VA,Spotsylvania County,Rural-urban continuum code 2013,1
51177,VA,Spotsylvania County,Population 1990,57397
51177,VA,Spotsylvania County,Population 2000,90289
51177,VA,Spotsylvania County,Population 2010,122397
51177,VA,Spotsylvania County,Population 2020,140032
51177,VA,Spotsylvania County,Population 2021,143676
51179,VA,Stafford County,Rural-urban continuum code 2013,1
51179,VA,Stafford County,Population 1990,62255
51179,VA,Stafford County,Population 2000,92456
51179,VA,Stafford County,Population 2010,128961
51179,VA,Stafford County,Population 2020,156927
51179,VA,Stafford County,Population 2021,160877
51181,VA,Surry County,Rural-urban continuum code 2013,8
51181,VA,Surry County,Population 1990,6145
51181,VA,Surry County,Population 2000,6824
51181,VA,Surry County,Population 2010,7058
51181,VA,Surry County,Population 2020,6561
51181,VA,Surry County,Population 2021,6530
51183,VA,Sussex County,Rural-urban continuum code 2013,1
51183,VA,Sussex County,Population 1990,10248
51183,VA,Sussex County,Population 2000,12507
51183,VA,Sussex County,Population 2010,12087
51183,VA,Sussex County,Population 2020,10829
51183,VA,Sussex County,Population 2021,10763
51185,VA,Tazewell County,Rural-urban continuum code 2013,5
51185,VA,Tazewell County,Population 1990,45960
51185,VA,Tazewell County,Population 2000,44599
51185,VA,Tazewell County,Population 2010,45078
51185,VA,Tazewell County,Population 2020,40429
51185,VA,Tazewell County,Population 2021,39925
51187,VA,Warren County,Rural-urban continuum code 2013,1
51187,VA,Warren County,Population 1990,26142
51187,VA,Warren County,Population 2000,31553
51187,VA,Warren County,Population 2010,37575
51187,VA,Warren County,Population 2020,40727
51187,VA,Warren County,Population 2021,40925
51191,VA,Washington County,Rural-urban continuum code 2013,2
51191,VA,Washington County,Population 1990,45887
51191,VA,Washington County,Population 2000,51152
51191,VA,Washington County,Population 2010,54876
51191,VA,Washington County,Population 2020,53935
51191,VA,Washington County,Population 2021,53635
51193,VA,Westmoreland County,Rural-urban continuum code 2013,6
51193,VA,Westmoreland County,Population 1990,15480
51193,VA,Westmoreland County,Population 2000,16684
51193,VA,Westmoreland County,Population 2010,17454
51193,VA,Westmoreland County,Population 2020,18477
51193,VA,Westmoreland County,Population 2021,18731
51195,VA,Wise County,Rural-urban continuum code 2013,7
51195,VA,Wise County,Population 1990,39573
51195,VA,Wise County,Population 2000,42153
51195,VA,Wise County,Population 2010,41452
51195,VA,Wise County,Population 2020,36130
51195,VA,Wise County,Population 2021,35647
51197,VA,Wythe County,Rural-urban continuum code 2013,6
51197,VA,Wythe County,Population 1990,25471
51197,VA,Wythe County,Population 2000,27601
51197,VA,Wythe County,Population 2010,29235
51197,VA,Wythe County,Population 2020,28290
51197,VA,Wythe County,Population 2021,28178
51199,VA,York County,Rural-urban continuum code 2013,1
51199,VA,York County,Population 1990,42434
51199,VA,York County,Population 2000,56748
51199,VA,York County,Population 2010,65464
51199,VA,York County,Population 2020,70045
51199,VA,York County,Population 2021,70915
51510,VA,Alexandria city,Rural-urban continuum code 2013,1
51510,VA,Alexandria city,Population 1990,111183
51510,VA,Alexandria city,Population 2000,128278
51510,VA,Alexandria city,Population 2010,139966
51510,VA,Alexandria city,Population 2020,159467
51510,VA,Alexandria city,Population 2021,154706
51515,VA, Bedford city,Rural-urban continuum code 2013,2
51515,VA, Bedford city,Population 1990,6176
51515,VA, Bedford city,Population 2000,6421
51515,VA, Bedford city,Population 2010,6222
51520,VA,Bristol city,Rural-urban continuum code 2013,2
51520,VA,Bristol city,Population 1990,18426
51520,VA,Bristol city,Population 2000,17346
51520,VA,Bristol city,Population 2010,17835
51520,VA,Bristol city,Population 2020,17219
51520,VA,Bristol city,Population 2021,17054
51530,VA,Buena Vista city,Rural-urban continuum code 2013,6
51530,VA,Buena Vista city,Population 1990,6406
51530,VA,Buena Vista city,Population 2000,6367
51530,VA,Buena Vista city,Population 2010,6650
51530,VA,Buena Vista city,Population 2020,6641
51530,VA,Buena Vista city,Population 2021,6601
51540,VA,Charlottesville city,Rural-urban continuum code 2013,3
51540,VA,Charlottesville city,Population 1990,40470
51540,VA,Charlottesville city,Population 2000,41280
51540,VA,Charlottesville city,Population 2010,43475
51540,VA,Charlottesville city,Population 2020,46553
51540,VA,Charlottesville city,Population 2021,45672
51550,VA,Chesapeake city,Rural-urban continuum code 2013,1
51550,VA,Chesapeake city,Population 1990,151982
51550,VA,Chesapeake city,Population 2000,199153
51550,VA,Chesapeake city,Population 2010,222209
51550,VA,Chesapeake city,Population 2020,249422
51550,VA,Chesapeake city,Population 2021,251269
51560,VA, Clifton Forge city,Population 1990,4679
51570,VA,Colonial Heights city,Rural-urban continuum code 2013,1
51570,VA,Colonial Heights city,Population 1990,16064
51570,VA,Colonial Heights city,Population 2000,16909
51570,VA,Colonial Heights city,Population 2010,17411
51570,VA,Colonial Heights city,Population 2020,18170
51570,VA,Colonial Heights city,Population 2021,18273
51580,VA,Covington city,Rural-urban continuum code 2013,6
51580,VA,Covington city,Population 1990,7352
51580,VA,Covington city,Population 2000,6294
51580,VA,Covington city,Population 2010,5961
51580,VA,Covington city,Population 2020,5737
51580,VA,Covington city,Population 2021,5717
51590,VA,Danville city,Rural-urban continuum code 2013,4
51590,VA,Danville city,Population 1990,53056
51590,VA,Danville city,Population 2000,48312
51590,VA,Danville city,Population 2010,43055
51590,VA,Danville city,Population 2020,42590
51590,VA,Danville city,Population 2021,42215
51595,VA,Emporia city,Rural-urban continuum code 2013,6
51595,VA,Emporia city,Population 1990,5556
51595,VA,Emporia city,Population 2000,5651
51595,VA,Emporia city,Population 2010,5927
51595,VA,Emporia city,Population 2020,5766
51595,VA,Emporia city,Population 2021,5667
51600,VA,Fairfax city,Rural-urban continuum code 2013,1
51600,VA,Fairfax city,Population 1990,19945
51600,VA,Fairfax city,Population 2000,21576
51600,VA,Fairfax city,Population 2010,22565
51600,VA,Fairfax city,Population 2020,24146
51600,VA,Fairfax city,Population 2021,24276
51610,VA,Falls Church city,Rural-urban continuum code 2013,1
51610,VA,Falls Church city,Population 1990,9464
51610,VA,Falls Church city,Population 2000,10432
51610,VA,Falls Church city,Population 2010,12332
51610,VA,Falls Church city,Population 2020,14658
51610,VA,Falls Church city,Population 2021,14493
51620,VA,Franklin city,Rural-urban continuum code 2013,6
51620,VA,Franklin city,Population 1990,8392
51620,VA,Franklin city,Population 2000,8351
51620,VA,Franklin city,Population 2010,8582
51620,VA,Franklin city,Population 2020,8180
51620,VA,Franklin city,Population 2021,8217
51630,VA,Fredericksburg city,Rural-urban continuum code 2013,1
51630,VA,Fredericksburg city,Population 1990,19033
51630,VA,Fredericksburg city,Population 2000,19367
51630,VA,Fredericksburg city,Population 2010,24286
51630,VA,Fredericksburg city,Population 2020,27982
51630,VA,Fredericksburg city,Population 2021,28367
51640,VA,Galax city,Rural-urban continuum code 2013,7
51640,VA,Galax city,Population 1990,6745
51640,VA,Galax city,Population 2000,6911
51640,VA,Galax city,Population 2010,7042
51640,VA,Galax city,Population 2020,6720
51640,VA,Galax city,Population 2021,6660
51650,VA,Hampton city,Rural-urban continuum code 2013,1
51650,VA,Hampton city,Population 1990,133773
51650,VA,Hampton city,Population 2000,146436
51650,VA,Hampton city,Population 2010,137436
51650,VA,Hampton city,Population 2020,137148
51650,VA,Hampton city,Population 2021,137746
51660,VA,Harrisonburg city,Rural-urban continuum code 2013,3
51660,VA,Harrisonburg city,Population 1990,30707
51660,VA,Harrisonburg city,Population 2000,40390
51660,VA,Harrisonburg city,Population 2010,48914
51660,VA,Harrisonburg city,Population 2020,51814
51660,VA,Harrisonburg city,Population 2021,51430
51670,VA,Hopewell city,Rural-urban continuum code 2013,1
51670,VA,Hopewell city,Population 1990,23101
51670,VA,Hopewell city,Population 2000,22278
51670,VA,Hopewell city,Population 2010,22591
51670,VA,Hopewell city,Population 2020,23033
51670,VA,Hopewell city,Population 2021,23140
51678,VA,Lexington city,Rural-urban continuum code 2013,6
51678,VA,Lexington city,Population 1990,6959
51678,VA,Lexington city,Population 2000,6873
51678,VA,Lexington city,Population 2010,7042
51678,VA,Lexington city,Population 2020,7320
51678,VA,Lexington city,Population 2021,7456
51680,VA,Lynchburg city,Rural-urban continuum code 2013,2
51680,VA,Lynchburg city,Population 1990,66120
51680,VA,Lynchburg city,Population 2000,65306
51680,VA,Lynchburg city,Population 2010,75568
51680,VA,Lynchburg city,Population 2020,79009
51680,VA,Lynchburg city,Population 2021,79009
51683,VA,Manassas city,Rural-urban continuum code 2013,1
51683,VA,Manassas city,Population 1990,27757
51683,VA,Manassas city,Population 2000,34692
51683,VA,Manassas city,Population 2010,37821
51683,VA,Manassas city,Population 2020,42772
51683,VA,Manassas city,Population 2021,42708
51685,VA,Manassas Park city,Rural-urban continuum code 2013,1
51685,VA,Manassas Park city,Population 1990,6798
51685,VA,Manassas Park city,Population 2000,10226
51685,VA,Manassas Park city,Population 2010,14273
51685,VA,Manassas Park city,Population 2020,17219
51685,VA,Manassas Park city,Population 2021,17002
51690,VA,Martinsville city,Rural-urban continuum code 2013,4
51690,VA,Martinsville city,Population 1990,16162
51690,VA,Martinsville city,Population 2000,15418
51690,VA,Martinsville city,Population 2010,13821
51690,VA,Martinsville city,Population 2020,13485
51690,VA,Martinsville city,Population 2021,13517
51700,VA,Newport News city,Rural-urban continuum code 2013,1
51700,VA,Newport News city,Population 1990,171477
51700,VA,Newport News city,Population 2000,180272
51700,VA,Newport News city,Population 2010,180719
51700,VA,Newport News city,Population 2020,186247
51700,VA,Newport News city,Population 2021,184587
51710,VA,Norfolk city,Rural-urban continuum code 2013,1
51710,VA,Norfolk city,Population 1990,261250
51710,VA,Norfolk city,Population 2000,234463
51710,VA,Norfolk city,Population 2010,242803
51710,VA,Norfolk city,Population 2020,238005
51710,VA,Norfolk city,Population 2021,235089
51720,VA,Norton city,Rural-urban continuum code 2013,7
51720,VA,Norton city,Population 1990,4247
51720,VA,Norton city,Population 2000,3945
51720,VA,Norton city,Population 2010,3958
51720,VA,Norton city,Population 2020,3687
51720,VA,Norton city,Population 2021,3666
51730,VA,Petersburg city,Rural-urban continuum code 2013,1
51730,VA,Petersburg city,Population 1990,37071
51730,VA,Petersburg city,Population 2000,33752
51730,VA,Petersburg city,Population 2010,32420
51730,VA,Petersburg city,Population 2020,33458
51730,VA,Petersburg city,Population 2021,33429
51735,VA,Poquoson city,Rural-urban continuum code 2013,1
51735,VA,Poquoson city,Population 1990,11005
51735,VA,Poquoson city,Population 2000,11566
51735,VA,Poquoson city,Population 2010,12150
51735,VA,Poquoson city,Population 2020,12460
51735,VA,Poquoson city,Population 2021,12574
51740,VA,Portsmouth city,Rural-urban continuum code 2013,1
51740,VA,Portsmouth city,Population 1990,103910
51740,VA,Portsmouth city,Population 2000,100580
51740,VA,Portsmouth city,Population 2010,95535
51740,VA,Portsmouth city,Population 2020,97915
51740,VA,Portsmouth city,Population 2021,97840
51750,VA,Radford city,Rural-urban continuum code 2013,3
51750,VA,Radford city,Population 1990,15940
51750,VA,Radford city,Population 2000,15878
51750,VA,Radford city,Population 2010,16408
51750,VA,Radford city,Population 2020,16070
51750,VA,Radford city,Population 2021,16499
51760,VA,Richmond city,Rural-urban continuum code 2013,1
51760,VA,Richmond city,Population 1990,202713
51760,VA,Richmond city,Population 2000,196991
51760,VA,Richmond city,Population 2010,204214
51760,VA,Richmond city,Population 2020,226610
51760,VA,Richmond city,Population 2021,226604
51770,VA,Roanoke city,Rural-urban continuum code 2013,2
51770,VA,Roanoke city,Population 1990,96487
51770,VA,Roanoke city,Population 2000,95006
51770,VA,Roanoke city,Population 2010,97032
51770,VA,Roanoke city,Population 2020,100011
51770,VA,Roanoke city,Population 2021,98865
51775,VA,Salem city,Rural-urban continuum code 2013,2
51775,VA,Salem city,Population 1990,23835
51775,VA,Salem city,Population 2000,24723
51775,VA,Salem city,Population 2010,24802
51775,VA,Salem city,Population 2020,25346
51775,VA,Salem city,Population 2021,25373
51790,VA,Staunton city,Rural-urban continuum code 2013,3
51790,VA,Staunton city,Population 1990,24581
51790,VA,Staunton city,Population 2000,23951
51790,VA,Staunton city,Population 2010,23746
51790,VA,Staunton city,Population 2020,25750
51790,VA,Staunton city,Population 2021,25661
51800,VA,Suffolk city,Rural-urban continuum code 2013,1
51800,VA,Suffolk city,Population 1990,52143
51800,VA,Suffolk city,Population 2000,63699
51800,VA,Suffolk city,Population 2010,84585
51800,VA,Suffolk city,Population 2020,94324
51800,VA,Suffolk city,Population 2021,96194
51810,VA,Virginia Beach city,Rural-urban continuum code 2013,1
51810,VA,Virginia Beach city,Population 1990,393089
51810,VA,Virginia Beach city,Population 2000,425236
51810,VA,Virginia Beach city,Population 2010,437994
51810,VA,Virginia Beach city,Population 2020,459470
51810,VA,Virginia Beach city,Population 2021,457672
51820,VA,Waynesboro city,Rural-urban continuum code 2013,3
51820,VA,Waynesboro city,Population 1990,18549
51820,VA,Waynesboro city,Population 2000,19617
51820,VA,Waynesboro city,Population 2010,21006
51820,VA,Waynesboro city,Population 2020,22196
51820,VA,Waynesboro city,Population 2021,22550
51830,VA,Williamsburg city,Rural-urban continuum code 2013,1
51830,VA,Williamsburg city,Population 1990,11600
51830,VA,Williamsburg city,Population 2000,11998
51830,VA,Williamsburg city,Population 2010,14068
51830,VA,Williamsburg city,Population 2020,15425
51830,VA,Williamsburg city,Population 2021,15590
51840,VA,Winchester city,Rural-urban continuum code 2013,3
51840,VA,Winchester city,Population 1990,21947
51840,VA,Winchester city,Population 2000,23599
51840,VA,Winchester city,Population 2010,26203
51840,VA,Winchester city,Population 2020,28120
51840,VA,Winchester city,Population 2021,28136
53000,WA,Washington,Population 1990,4866669
53000,WA,Washington,Population 2000,5894281
53000,WA,Washington,Population 2010,6724540
53000,WA,Washington,Population 2020,7705281
53000,WA,Washington,Population 2021,7738692
53001,WA,Adams County,Rural-urban continuum code 2013,6
53001,WA,Adams County,Population 1990,13603
53001,WA,Adams County,Population 2000,16426
53001,WA,Adams County,Population 2010,18728
53001,WA,Adams County,Population 2020,20613
53001,WA,Adams County,Population 2021,20621
53003,WA,Asotin County,Rural-urban continuum code 2013,3
53003,WA,Asotin County,Population 1990,17605
53003,WA,Asotin County,Population 2000,20553
53003,WA,Asotin County,Population 2010,21623
53003,WA,Asotin County,Population 2020,22285
53003,WA,Asotin County,Population 2021,22397
53005,WA,Benton County,Rural-urban continuum code 2013,2
53005,WA,Benton County,Population 1990,112560
53005,WA,Benton County,Population 2000,142473
53005,WA,Benton County,Population 2010,175177
53005,WA,Benton County,Population 2020,206873
53005,WA,Benton County,Population 2021,210025
53007,WA,Chelan County,Rural-urban continuum code 2013,3
53007,WA,Chelan County,Population 1990,52250
53007,WA,Chelan County,Population 2000,66611
53007,WA,Chelan County,Population 2010,72453
53007,WA,Chelan County,Population 2020,79074
53007,WA,Chelan County,Population 2021,79646
53009,WA,Clallam County,Rural-urban continuum code 2013,5
53009,WA,Clallam County,Population 1990,56210
53009,WA,Clallam County,Population 2000,64183
53009,WA,Clallam County,Population 2010,71404
53009,WA,Clallam County,Population 2020,77155
53009,WA,Clallam County,Population 2021,78209
53011,WA,Clark County,Rural-urban continuum code 2013,1
53011,WA,Clark County,Population 1990,238053
53011,WA,Clark County,Population 2000,345235
53011,WA,Clark County,Population 2010,425363
53011,WA,Clark County,Population 2020,503311
53011,WA,Clark County,Population 2021,511404
53013,WA,Columbia County,Rural-urban continuum code 2013,3
53013,WA,Columbia County,Population 1990,4024
